female,age,coupon,start,time,churn,followtime
1,40,1,331,363,0,34
0,19,1,67,918,1,298
1,28,1,243,783,0,122
1,51,0,267,1218,0,98
0,46,1,297,777,0,68
0,83,1,158,36,1,36
0,77,1,23,1516,1,342
1,63,0,346,1297,1,19
1,51,1,325,183,1,40
1,14,1,162,613,0,203
0,77,0,113,200,0,200
0,58,0,15,1125,0,350
0,35,1,41,674,1,324
0,73,0,30,837,1,335
1,49,0,132,1035,1,233
1,20,1,121,1177,0,244
0,79,0,133,460,1,232
1,59,1,316,427,1,49
1,47,0,160,40,1,40
0,19,0,260,402,0,105
0,64,1,325,16,0,16
1,81,1,339,431,0,26
0,66,1,264,793,1,101
0,49,1,224,1426,1,141
0,63,0,195,530,1,170
1,40,0,81,13,1,13
1,63,0,267,523,0,98
0,13,1,160,981,0,205
0,32,1,28,809,1,337
0,65,0,9,435,0,356
0,25,1,21,507,0,344
1,78,0,88,212,0,212
1,35,1,27,493,1,338
1,63,0,331,1312,0,34
1,30,1,336,392,1,29
1,62,1,338,1318,0,27
1,15,0,359,683,1,6
1,54,0,60,1635,1,305
1,38,0,334,1108,0,31
1,70,0,87,1418,1,278
0,77,0,306,526,0,59
0,80,0,149,1437,1,216
0,82,0,108,1478,1,257
0,59,0,291,717,0,74
1,30,0,144,610,0,221
0,22,0,178,333,0,187
1,32,0,175,350,0,190
1,72,0,13,582,1,352
0,47,1,219,522,1,146
1,28,0,65,835,0,300
0,23,1,318,427,0,47
1,63,1,305,233,0,60
0,52,1,333,423,1,32
0,30,0,271,199,0,94
1,82,1,330,128,0,35
0,82,1,206,143,1,143
1,38,0,335,590,1,30
0,13,0,118,1293,1,247
1,80,1,31,153,0,153
0,30,1,132,833,0,233
1,50,1,291,691,0,74
1,41,0,317,639,0,48
0,48,1,92,1400,1,273
1,21,0,146,148,0,148
1,33,1,231,844,0,134
1,42,1,245,532,1,120
0,31,1,229,653,1,136
1,69,0,230,612,0,135
0,77,0,106,1956,0,259
1,57,1,151,489,0,214
0,40,0,46,1381,0,319
1,46,1,325,44,0,40
0,29,1,315,759,1,50
0,75,0,157,1337,0,208
0,28,0,3,1156,0,362
1,85,0,188,509,1,177
0,41,0,173,1222,0,192
0,81,1,37,1276,0,328
0,71,0,53,331,1,312
0,32,1,17,270,1,270
0,23,0,147,382,1,218
0,74,1,318,585,0,47
0,13,0,18,506,1,347
0,84,0,310,785,1,55
0,54,1,263,1500,0,102
0,23,1,319,31,0,31
1,83,1,262,541,1,103
0,29,1,342,154,1,23
0,52,1,176,387,1,189
0,81,1,239,1164,0,126
0,81,0,82,112,0,112
0,16,0,292,362,1,73
0,84,0,362,1148,0,3
0,66,0,22,630,0,343
1,64,1,332,174,1,33
0,31,1,214,608,0,151
1,59,0,318,507,0,47
0,35,1,253,4,1,4
0,13,1,196,697,1,169
0,77,0,308,1007,0,57
0,72,0,159,1411,1,206
0,14,1,247,501,0,118
1,52,1,263,203,0,102
1,24,0,66,1083,0,299
1,29,0,222,922,1,143
0,46,0,293,858,1,72
0,57,1,229,1081,1,136
1,74,0,198,1137,0,167
0,78,1,52,1510,0,313
0,84,0,262,547,0,103
1,30,0,176,391,1,189
1,46,0,4,60,0,60
0,57,0,144,1221,0,221
1,22,0,179,804,1,186
0,30,1,29,1059,0,336
1,42,1,365,555,1,0
1,73,0,318,1375,0,47
1,59,1,225,668,1,140
1,34,1,339,1284,1,26
0,14,1,108,33,1,33
1,24,1,52,855,1,313
0,19,1,136,1179,1,229
0,56,0,184,1448,0,181
1,25,0,345,64,0,20
1,76,0,2,1667,1,363
0,78,1,50,767,1,315
1,18,0,195,234,1,170
0,62,0,88,1128,1,277
1,20,0,132,1073,0,233
1,44,1,262,1384,1,103
0,84,1,220,762,0,145
0,49,1,225,1081,1,140
1,78,0,137,337,1,228
1,18,1,53,706,0,312
1,27,1,79,1309,0,286
1,18,0,32,792,1,333
0,61,0,116,599,1,249
1,81,1,177,1633,0,188
0,85,0,55,1360,1,310
0,56,0,252,432,1,113
1,33,0,239,797,1,126
1,81,1,159,31,1,31
1,21,1,256,281,0,109
0,32,0,121,573,1,244
0,37,0,322,26,0,26
1,81,0,296,25,1,25
1,73,1,220,253,0,145
1,33,0,333,1211,1,32
0,45,1,25,1100,0,340
1,57,0,211,1212,1,154
0,83,0,162,1249,0,203
0,69,0,233,210,1,132
1,57,0,123,9,0,9
1,84,1,22,1176,1,343
1,30,1,174,622,1,191
0,85,0,327,951,0,38
1,55,1,184,1304,1,181
0,35,1,118,240,1,240
1,26,1,175,701,1,190
0,38,1,170,168,0,168
0,66,1,223,68,1,68
1,81,1,49,987,0,316
0,78,0,90,566,0,275
0,46,1,15,780,1,350
0,67,1,15,25,1,25
1,83,0,302,581,0,63
1,26,1,150,347,0,215
1,49,1,317,250,0,48
1,60,1,3,599,1,362
1,62,1,146,341,0,219
1,33,1,132,496,0,233
0,17,1,239,967,0,126
0,80,1,143,1050,1,222
0,61,0,185,1217,1,180
1,47,1,6,828,0,359
0,58,0,106,56,1,56
1,64,1,31,769,1,334
0,23,0,18,44,0,44
1,68,0,359,1563,1,6
0,64,0,128,1603,0,237
1,77,0,97,1228,1,268
0,42,1,183,1369,1,182
1,57,0,297,628,1,68
0,25,0,250,583,1,115
1,66,0,2,1210,1,363
0,56,0,142,316,1,223
0,47,1,174,571,0,191
0,51,1,176,625,1,189
1,26,0,333,654,0,32
0,37,1,107,1287,0,258
1,71,0,143,901,1,222
1,49,1,154,1360,0,211
1,62,0,292,1524,0,73
0,81,1,281,1324,1,84
0,44,0,9,150,0,150
1,63,0,346,144,1,19
1,33,0,28,202,0,202
1,67,0,211,219,1,154
1,36,1,10,557,0,355
1,68,1,356,1252,1,9
1,60,1,150,691,0,215
1,79,1,256,842,0,109
1,63,0,106,47,1,47
0,79,1,46,1258,0,319
1,39,0,126,183,0,183
0,52,0,133,154,0,154
1,22,1,47,227,0,227
1,62,0,261,1402,1,104
0,19,1,70,1087,1,295
0,72,1,57,972,1,308
0,37,1,224,1074,1,141
0,22,1,326,9,1,9
1,49,0,327,1341,0,38
1,40,1,202,258,1,163
0,23,0,211,81,1,81
0,15,1,10,458,1,355
1,47,0,296,1468,0,69
1,23,0,7,1017,0,358
0,56,1,330,245,0,35
1,65,1,301,1063,0,64
0,81,1,95,1664,1,270
0,56,0,305,1731,0,60
0,50,0,123,222,0,222
1,23,0,364,1034,1,1
1,32,0,291,145,0,74
0,66,0,69,499,0,296
1,54,0,220,1234,1,145
0,84,0,130,1797,1,235
1,74,1,210,1536,1,155
1,80,0,107,84,0,84
1,82,1,164,751,1,201
1,44,0,285,545,0,80
0,26,1,324,949,1,41
1,18,1,6,209,0,209
0,78,1,143,1249,0,222
0,53,1,26,644,0,339
1,84,1,151,899,0,214
0,71,1,209,31,0,31
1,48,1,311,65,1,54
1,23,0,322,369,0,43
1,54,0,4,1166,1,361
0,67,1,66,265,1,265
0,36,0,117,940,1,248
1,20,0,360,309,0,5
1,18,0,47,21,0,21
0,25,0,39,975,1,326
1,14,1,66,766,0,299
1,25,1,353,455,0,12
0,36,1,8,1093,1,357
1,15,1,286,614,1,79
0,66,1,364,825,1,1
1,55,0,113,226,0,226
0,67,0,203,295,1,162
1,35,0,145,393,1,220
0,83,1,30,81,1,81
1,68,1,219,1408,0,146
1,61,0,139,1419,0,226
0,18,0,108,974,1,257
1,30,1,242,232,0,123
1,62,0,129,84,0,84
0,74,1,302,1120,1,63
0,54,1,61,1133,1,304
0,24,1,16,711,1,349
1,30,1,83,190,1,190
1,74,0,322,1049,0,43
1,65,0,289,1324,1,76
1,44,1,55,1389,1,310
1,64,1,115,1238,1,250
1,71,1,86,1,0,1
1,17,0,160,1278,0,205
0,20,0,60,419,0,305
0,23,1,327,186,0,38
1,53,0,67,798,0,298
0,67,0,338,337,0,27
0,42,0,199,589,0,166
1,67,1,296,1554,0,69
1,70,0,7,59,0,59
0,66,1,47,1323,0,318
1,66,1,227,1393,1,138
0,76,1,339,1734,0,26
1,21,1,315,1122,0,50
0,45,0,321,1441,0,44
0,66,1,10,1172,1,355
0,63,1,148,1188,0,217
0,74,1,117,206,1,206
0,30,1,68,309,1,297
0,51,1,133,627,0,232
0,49,1,340,67,1,25
1,25,1,71,1271,1,294
1,56,1,258,756,0,107
1,24,1,202,973,1,163
0,21,1,64,610,1,301
0,53,1,281,1383,0,84
0,66,0,304,343,0,61
1,37,1,171,803,0,194
1,65,1,145,1081,0,220
1,79,0,192,1351,0,173
1,16,1,293,608,1,72
0,53,1,270,479,0,95
1,33,0,135,436,1,230
1,33,1,339,1277,0,26
0,83,0,213,160,0,152
1,30,1,132,1418,1,233
1,82,0,140,1395,0,225
0,67,0,258,195,1,107
0,57,0,363,1398,0,2
1,37,0,269,1069,0,96
1,46,1,309,556,1,56
0,23,1,220,18,0,18
1,77,1,334,230,1,31
0,22,1,115,776,0,250
0,48,0,80,1453,0,285
1,24,1,354,418,1,11
0,69,0,80,1148,0,285
0,19,1,83,696,0,282
0,23,1,111,366,1,254
1,76,1,58,266,1,266
0,49,1,61,355,0,304
0,19,1,123,985,0,242
1,33,1,143,1255,0,222
1,71,0,302,893,1,63
1,40,0,153,1126,0,212
1,62,1,256,769,1,109
1,70,1,268,1045,1,97
0,83,1,107,867,0,258
0,77,0,64,405,1,301
1,63,0,204,400,0,161
1,40,1,200,64,1,64
1,22,1,240,935,0,125
0,13,1,14,1226,0,351
1,79,0,304,1230,0,61
1,63,0,263,335,1,102
1,13,1,298,572,0,67
0,28,0,326,314,0,39
0,20,1,304,964,1,61
0,19,1,210,717,1,155
1,72,1,228,119,1,119
0,24,0,56,1029,0,309
1,72,1,63,970,1,302
1,59,0,281,998,0,84
1,51,0,30,191,0,191
1,82,1,245,1195,0,120
1,70,0,75,1587,0,290
1,70,0,14,994,1,351
0,29,1,263,1097,1,102
1,74,1,276,148,1,89
1,31,0,301,70,0,64
1,61,1,144,779,1,221
1,25,1,44,352,1,321
1,37,1,288,109,1,77
0,41,1,358,1011,0,7
0,29,0,175,15,0,15
1,33,0,139,166,1,166
0,52,0,131,330,0,234
1,66,0,238,135,1,127
1,37,1,264,455,0,101
1,62,1,255,821,0,110
1,20,0,270,599,0,95
1,49,1,266,680,0,99
0,57,1,254,78,1,78
0,76,1,346,198,1,19
0,58,1,8,614,1,357
1,66,1,313,993,0,52
1,79,1,174,223,0,191
0,19,1,240,937,1,125
0,54,1,19,1389,1,346
0,83,0,48,745,1,317
0,81,1,205,711,1,160
0,38,0,216,801,0,149
1,52,0,97,1567,0,268
1,63,1,325,348,0,40
0,43,0,330,400,0,35
0,74,0,305,1448,1,60
1,69,1,70,909,0,295
1,68,0,363,1656,1,2
0,63,0,101,473,1,264
1,79,0,350,772,0,15
0,50,0,326,1258,0,39
1,78,0,71,1519,1,294
0,18,1,26,4,1,4
1,35,1,262,372,0,103
1,68,1,181,150,0,150
0,39,1,153,1316,1,212
0,35,0,62,12,1,12
1,34,0,246,501,0,119
1,14,1,6,650,0,359
1,46,1,57,562,1,308
1,54,0,115,1260,0,250
0,44,1,52,213,0,213
0,67,1,77,1593,0,288
0,38,0,141,1313,1,224
0,26,0,3,858,0,362
1,66,1,297,877,1,68
1,19,0,85,44,1,44
1,17,1,355,331,1,10
1,31,1,85,1087,1,280
0,24,1,84,681,0,281
0,49,0,321,792,1,44
0,80,1,106,1075,0,259
0,69,1,322,968,1,43
1,65,1,312,434,0,53
1,15,1,203,7,0,7
0,19,0,253,675,1,112
1,38,0,33,1317,1,332
1,67,1,83,142,0,142
1,25,1,269,31,0,31
0,58,1,314,714,1,51
1,74,1,78,978,0,287
1,14,1,223,938,1,142
1,40,1,189,896,1,176
1,60,0,173,417,0,192
0,74,1,284,1368,1,81
0,22,1,358,436,0,7
1,58,0,283,483,1,82
1,67,1,365,159,0,0
0,37,1,206,216,1,159
0,26,0,153,383,1,212
0,41,0,57,587,1,308
1,14,1,55,132,1,132
0,56,0,256,1094,1,109
0,79,1,331,22,0,22
0,66,0,27,1314,1,338
1,43,0,56,1241,0,309
0,76,0,17,849,0,348
1,16,1,209,781,0,156
1,43,1,117,556,0,248
1,64,1,295,1248,0,70
0,66,1,279,1292,0,86
1,43,0,140,560,1,225
1,70,1,181,429,0,184
0,33,0,135,1071,1,230
0,57,1,37,235,1,235
1,64,0,15,41,0,41
0,70,1,1,428,0,364
1,22,0,293,1102,1,72
1,66,0,247,1349,0,118
0,85,1,107,1180,1,258
0,52,0,251,66,0,66
1,29,1,165,607,0,200
0,64,1,139,501,0,226
1,85,0,325,723,1,40
0,14,1,2,147,0,147
0,72,0,351,777,0,14
0,41,0,15,1529,0,350
1,52,1,308,458,1,57
0,27,0,74,141,0,141
0,40,1,198,1398,1,167
1,26,0,50,835,1,315
1,19,1,331,1136,0,34
0,25,0,250,962,0,115
0,49,1,336,90,0,29
1,35,1,192,974,1,173
0,21,0,255,129,0,110
0,43,0,131,442,1,234
1,34,0,60,569,1,305
0,48,0,234,542,1,131
1,71,1,204,791,1,161
1,74,1,168,270,1,197
1,56,0,98,1046,0,267
1,55,1,365,442,1,0
0,74,0,142,62,1,62
0,45,1,17,69,0,69
0,69,0,190,523,0,175
1,72,0,39,299,0,299
1,20,0,309,466,1,56
1,34,1,314,881,1,51
0,83,0,273,1049,1,92
1,48,0,150,1632,1,215
1,68,1,282,850,0,83
1,54,0,36,1423,0,329
1,23,0,327,1211,0,38
1,60,1,94,801,1,271
1,73,0,105,1866,0,260
1,14,1,201,964,1,164
0,23,0,72,8,0,8
0,55,1,159,419,1,206
0,14,1,204,1042,0,161
0,42,1,190,510,1,175
0,19,0,69,1116,1,296
1,39,0,201,881,0,164
0,45,0,208,1434,0,157
1,75,1,194,1186,1,171
1,60,1,224,97,1,97
1,51,0,132,8,0,8
0,14,1,357,1015,1,8
1,67,1,22,837,0,343
1,64,0,234,485,0,131
1,34,1,102,887,0,263
1,69,0,247,1133,0,118
0,48,0,13,933,0,352
1,51,1,134,501,1,231
1,44,1,108,826,1,257
1,83,1,301,699,1,64
1,17,1,74,953,0,291
1,78,1,172,1704,1,193
1,16,0,170,102,0,102
1,30,0,212,532,1,153
0,75,1,138,1339,0,227
1,26,0,330,1166,1,35
0,68,1,203,702,0,162
0,68,1,325,1631,0,40
0,64,0,319,836,0,46
0,84,1,100,1160,0,265
1,20,1,288,49,0,49
0,85,1,269,643,0,96
1,31,1,118,972,0,247
1,14,0,102,480,1,263
1,23,1,68,309,1,297
0,38,0,317,242,1,48
0,72,1,286,423,0,79
0,58,1,152,920,1,213
0,39,1,233,685,1,132
0,31,1,159,1192,1,206
0,54,1,119,1524,1,246
1,53,1,31,488,0,334
0,47,1,46,230,1,230
1,27,1,297,501,0,68
0,64,1,137,458,0,228
0,52,1,14,1025,0,351
0,73,0,80,733,1,285
0,45,0,187,743,0,178
0,53,1,226,547,1,139
1,56,1,273,1156,0,92
1,63,0,138,872,1,227
1,37,0,90,1012,1,275
1,34,0,353,447,0,12
0,84,0,68,1459,0,297
0,72,1,102,1412,1,263
1,51,1,293,1281,0,72
1,65,0,45,405,1,320
1,17,0,282,609,0,83
1,77,0,323,251,0,42
0,27,1,125,1078,1,240
0,73,1,321,785,1,44
1,83,1,261,676,0,104
1,74,0,18,1506,0,347
0,36,1,153,575,1,212
0,62,0,116,354,0,249
0,28,0,231,1101,0,134
1,54,1,209,191,0,156
1,62,0,206,479,1,159
0,72,1,151,852,1,214
1,37,1,70,1007,1,295
1,57,1,301,279,0,64
1,54,1,169,837,1,196
1,37,1,315,1025,0,50
1,42,1,116,496,1,249
1,45,0,98,1104,0,267
0,73,0,3,534,0,362
0,77,0,182,270,0,183
1,50,1,277,1467,1,88
1,60,1,182,989,1,183
0,56,1,149,1099,1,216
1,47,1,143,582,1,222
0,60,1,118,1199,1,247
0,61,1,157,14,0,14
0,64,1,51,1107,0,314
1,15,0,294,856,0,71
1,46,0,102,428,0,263
1,30,1,100,195,0,195
0,77,0,43,1437,1,322
1,51,1,228,1051,0,137
1,65,1,304,890,0,61
1,79,1,105,8,0,8
1,47,0,24,890,1,341
1,36,0,335,101,0,30
1,46,0,37,162,1,162
1,50,0,11,1255,0,354
1,76,0,53,298,0,298
1,25,1,31,946,0,334
0,71,1,293,806,1,72
1,74,0,158,887,1,207
0,68,0,188,1422,1,177
0,13,1,250,128,0,115
0,28,0,4,172,0,172
1,82,1,350,1704,1,15
0,45,1,237,159,1,128
1,15,1,28,924,1,337
1,74,0,203,586,0,162
1,46,0,215,795,0,150
1,16,0,66,278,0,278
1,50,1,274,1438,0,91
1,55,1,33,843,0,332
1,28,0,360,282,0,5
1,37,0,264,1177,1,101
1,52,1,193,85,1,85
0,35,1,9,787,1,356
1,51,1,321,1311,0,44
1,35,1,216,620,0,149
1,56,1,213,872,1,152
1,35,0,173,1297,1,192
1,25,1,322,447,0,43
1,56,1,169,943,1,196
0,14,1,280,529,0,85
0,29,1,331,220,1,34
1,30,0,293,507,1,72
1,31,1,243,959,0,122
1,43,1,362,1426,0,3
1,47,1,7,353,1,353
0,21,0,351,302,0,14
0,39,1,66,203,1,203
1,67,1,151,982,0,214
0,49,1,115,1178,0,250
1,34,1,97,13,0,13
1,27,1,51,440,1,314
1,21,0,299,789,1,66
0,55,0,143,1479,0,222
1,58,1,263,871,0,102
0,73,1,208,1523,1,157
1,34,1,60,657,0,305
0,63,0,280,1554,0,85
0,33,0,131,125,0,125
0,85,1,292,1615,0,73
0,57,1,303,868,1,62
1,34,0,16,1107,0,349
1,72,0,9,826,0,356
1,48,1,312,79,0,53
1,71,1,45,982,1,320
0,36,1,9,1218,1,356
1,31,1,190,27,1,27
1,32,0,337,331,1,28
1,23,0,93,211,0,211
0,24,1,237,697,1,128
1,67,1,141,893,0,224
0,76,0,201,740,0,164
0,70,0,305,1066,1,60
1,46,1,179,233,0,186
1,59,0,9,30,1,30
1,31,0,30,630,0,335
1,76,0,229,1019,1,136
1,52,0,335,956,1,30
1,50,1,320,463,0,45
0,23,1,131,826,1,234
1,34,1,163,45,1,45
1,62,0,279,1231,0,86
1,61,1,248,910,0,117
0,85,0,56,937,1,309
0,24,0,158,310,1,207
1,76,0,268,82,0,82
0,68,0,266,751,1,99
1,66,1,248,1083,1,117
0,64,0,355,808,1,10
0,75,0,105,957,0,260
1,60,0,64,673,0,301
0,46,1,343,643,0,22
0,57,0,70,1472,0,295
1,50,0,226,632,1,139
1,82,0,352,792,1,13
1,77,1,146,1065,0,219
1,21,1,135,775,0,230
0,54,1,52,239,1,239
0,69,0,189,1563,0,176
0,63,0,103,414,1,262
0,66,0,157,499,1,208
1,66,0,160,1023,1,205
0,36,1,363,268,1,2
0,31,1,137,3,1,3
1,55,1,272,85,0,85
0,70,1,69,1423,1,296
0,46,1,144,1435,0,221
0,71,1,165,68,0,68
0,54,0,319,1050,0,46
1,25,0,328,16,1,16
0,31,0,315,19,0,19
0,37,1,175,1,1,1
1,68,0,31,584,0,334
0,73,1,85,541,1,280
0,61,0,47,680,0,318
1,56,1,47,180,1,180
0,49,0,199,1217,1,166
0,73,0,227,1071,0,138
1,84,1,51,372,1,314
0,30,0,147,974,1,218
0,34,1,178,361,0,187
0,42,0,238,756,0,127
1,44,1,222,179,0,143
1,31,0,322,467,1,43
1,52,0,365,798,1,0
1,80,0,264,480,1,101
0,81,1,321,1186,1,44
0,30,0,305,561,0,60
1,79,1,277,934,0,88
1,38,1,281,278,1,84
0,32,1,230,1201,0,135
1,19,0,28,427,1,337
1,22,1,109,1127,0,256
0,74,0,45,837,1,320
0,81,0,25,768,0,340
1,70,0,163,1109,0,202
0,34,0,351,745,1,14
1,54,1,11,1233,0,354
0,56,1,34,1544,0,331
1,30,0,124,1276,0,241
0,51,0,279,1064,0,86
0,35,1,315,232,0,50
1,50,0,318,1190,1,47
1,17,0,31,425,0,334
1,79,0,57,1743,1,308
1,83,1,163,68,1,68
0,60,1,346,653,1,19
0,29,1,99,248,1,248
1,83,0,327,1221,1,38
0,66,0,177,905,0,188
1,61,0,269,51,1,51
0,45,0,274,1373,0,91
0,36,1,358,1276,0,7
1,84,0,318,186,1,47
1,72,1,55,868,1,310
0,22,0,111,123,1,123
1,13,0,195,640,1,170
0,38,1,282,909,0,83
1,49,0,358,1082,0,7
1,54,0,19,653,0,346
1,64,0,342,866,1,23
1,63,1,159,958,0,206
1,67,0,290,1515,1,75
0,58,1,310,180,0,55
1,50,1,179,883,0,186
0,43,1,310,203,1,55
1,38,0,223,15,0,15
0,21,1,354,521,0,11
0,67,0,271,1352,1,94
1,16,1,277,433,0,88
0,72,0,21,468,0,344
0,39,0,248,685,1,117
1,78,0,45,176,1,176
1,16,0,315,489,1,50
1,52,1,78,932,0,287
1,65,1,147,537,0,218
1,27,0,240,778,1,125
0,26,1,126,166,0,166
0,44,1,243,467,1,122
1,66,1,254,537,0,111
1,42,1,264,1393,1,101
1,14,0,357,768,0,8
0,42,0,126,1087,0,239
1,36,0,282,686,0,83
1,81,0,74,1138,1,291
1,84,1,215,337,1,150
1,72,1,195,719,1,170
1,61,1,195,1521,1,170
0,56,1,342,1478,0,23
0,82,1,154,1483,1,211
1,60,1,161,1420,1,204
0,76,1,74,249,0,249
0,32,0,91,124,1,124
1,54,0,96,304,0,269
0,27,1,137,430,1,228
0,22,0,132,1187,0,233
1,79,1,242,1451,0,123
1,55,1,168,626,0,197
0,33,0,6,421,1,359
0,13,1,298,797,0,67
1,59,1,51,84,0,84
1,77,0,277,4,0,4
0,64,1,177,574,0,188
0,43,0,316,38,0,38
1,15,0,52,20,1,20
0,45,0,10,313,0,313
0,49,0,117,1068,1,248
1,53,0,73,1009,1,292
1,56,1,347,1097,0,18
0,14,1,7,715,1,358
1,80,1,75,1578,0,290
0,44,0,260,3,1,3
0,65,0,258,453,1,107
0,49,0,335,1121,0,30
1,18,0,239,1047,0,126
1,52,1,152,583,0,213
1,67,1,346,376,0,19
1,43,1,33,734,1,332
0,13,0,347,786,0,18
0,48,1,11,1455,1,354
0,40,1,158,1303,1,207
1,32,0,127,352,0,238
0,70,1,246,877,1,119
0,25,0,12,138,1,138
0,37,1,131,996,0,234
1,27,1,135,1189,0,230
0,67,0,27,1129,1,338
1,26,1,93,445,1,272
0,37,1,206,296,0,159
0,16,1,318,692,1,47
0,15,0,361,754,0,4
1,69,1,302,1494,0,63
0,19,1,18,873,1,347
1,59,0,63,1197,1,302
1,51,0,151,449,1,214
1,50,1,277,19,0,19
1,56,0,176,1096,1,189
0,62,0,93,873,1,272
1,53,1,236,328,0,129
0,42,1,189,412,0,176
0,75,1,234,634,1,131
0,30,0,351,718,1,14
1,30,1,328,756,0,37
1,68,1,154,256,0,211
0,56,1,122,621,0,243
1,32,0,254,416,1,111
1,59,1,205,1072,0,160
0,43,0,15,467,1,350
0,42,1,214,1347,1,151
1,35,0,180,1316,1,185
1,57,1,65,1158,1,300
1,41,1,40,443,0,325
1,61,0,184,497,0,181
1,37,0,204,266,0,161
1,47,0,5,1184,1,360
0,63,0,182,488,0,183
0,81,1,190,535,1,175
1,25,0,23,866,1,342
0,21,0,30,1016,1,335
0,73,1,3,36,0,36
0,41,1,149,220,0,216
1,75,0,143,146,0,146
1,56,1,49,715,1,316
1,72,1,26,1317,0,339
0,78,0,255,1055,1,110
0,76,0,208,153,1,153
0,49,1,211,286,1,154
0,67,0,278,1729,1,87
0,34,1,101,585,1,264
0,57,0,175,58,0,58
0,13,0,35,930,0,330
1,38,1,343,921,0,22
1,82,1,8,142,1,142
0,68,1,131,308,1,234
1,50,0,210,1491,0,155
0,37,0,229,879,1,136
1,37,0,71,594,0,294
1,33,0,269,485,0,96
0,74,1,34,1383,0,331
0,52,1,160,547,1,205
1,42,0,68,1142,0,297
0,58,1,351,1478,0,14
0,24,1,64,715,0,301
0,41,0,83,1132,1,282
1,51,1,285,816,1,80
0,75,0,5,288,1,288
0,59,1,327,1321,1,38
0,24,1,93,816,0,272
0,71,1,315,1346,1,50
1,52,0,78,1475,0,287
1,49,1,197,402,0,168
0,32,1,41,452,0,324
1,13,0,361,292,1,4
0,74,1,198,1265,1,167
0,23,1,244,375,0,121
1,70,0,225,445,1,140
1,49,1,141,768,1,224
0,83,1,44,1971,1,321
0,66,0,58,1378,0,307
0,36,0,242,1094,1,123
0,79,0,333,1179,0,32
0,37,0,100,279,0,265
1,32,0,129,585,0,236
1,68,0,86,1360,0,279
0,73,0,271,896,1,94
1,72,1,276,1419,1,89
1,79,0,110,881,0,255
0,33,1,93,926,0,272
1,23,0,43,446,1,322
1,17,1,166,617,0,199
1,78,1,294,765,1,71
1,45,1,75,923,1,290
1,66,1,277,1329,1,88
0,78,0,304,1087,1,61
0,74,0,338,994,0,27
1,54,0,260,1155,0,105
1,30,1,267,102,0,98
1,81,0,39,1400,0,326
0,41,1,129,155,1,155
1,80,1,317,685,0,48
0,30,1,121,794,1,244
1,48,0,62,1271,1,303
1,64,0,280,661,1,85
1,58,0,189,347,1,176
1,17,1,305,1021,0,60
0,71,0,354,1560,0,11
0,82,0,309,391,0,56
0,26,1,348,1090,0,17
0,42,0,140,1399,1,225
1,24,0,231,905,1,134
0,74,1,143,259,1,222
1,54,0,98,1127,1,267
0,56,0,46,80,0,80
1,27,0,253,1000,0,112
0,48,1,145,1024,0,220
0,44,1,47,1359,0,318
0,38,0,329,925,1,36
0,14,0,21,541,0,344
0,60,1,70,1282,1,295
1,53,0,297,734,0,68
0,74,1,221,311,1,144
0,33,0,310,1291,1,55
1,63,1,320,85,1,45
1,80,1,312,117,1,53
1,51,0,269,570,0,96
1,31,0,48,631,0,317
0,80,0,25,1655,0,340
1,22,1,184,913,0,181
0,71,1,258,1159,0,107
0,63,0,70,666,1,295
0,75,1,147,160,1,160
0,39,1,321,383,0,44
1,24,0,54,781,1,311
0,36,1,81,1214,0,284
0,22,0,108,284,1,257
1,21,0,286,79,1,79
1,44,0,262,459,1,103
0,22,1,116,622,1,249
1,61,0,13,1065,1,352
1,78,1,302,554,1,63
0,14,0,279,852,1,86
0,35,1,218,1110,1,147
1,44,0,333,540,0,32
1,45,1,49,1228,1,316
1,63,1,14,351,1,351
1,25,0,18,190,1,190
0,41,1,301,1317,1,64
1,33,1,16,498,0,349
0,78,0,97,1380,0,268
1,82,1,126,58,0,58
1,80,0,27,1603,0,338
1,68,1,76,418,1,289
0,17,1,332,566,0,33
0,15,1,265,4,1,4
1,23,1,237,10,0,10
1,68,0,203,369,1,162
0,19,0,267,359,1,98
0,16,0,313,127,1,52
1,28,0,116,414,1,249
1,49,0,46,1438,0,319
0,24,0,291,690,0,74
1,20,0,244,72,1,72
1,55,1,43,133,1,133
0,78,1,171,1559,1,194
1,58,1,244,97,0,97
0,19,0,49,818,0,316
1,33,1,326,79,0,39
1,42,1,13,1149,1,352
0,69,0,169,507,0,196
1,42,0,147,425,1,218
0,53,0,169,497,0,196
1,49,1,227,837,0,138
0,61,0,237,891,0,128
1,61,0,134,1505,1,231
1,82,0,293,1683,0,72
1,24,0,99,1171,0,266
0,85,1,138,1500,1,227
1,61,1,72,1359,0,293
0,42,0,17,539,1,348
0,64,0,56,1269,1,309
1,48,1,343,247,1,22
1,59,0,90,749,0,275
0,27,1,109,400,1,256
0,22,0,176,98,1,98
1,43,0,285,944,0,80
0,24,0,129,233,1,233
0,62,0,319,137,0,46
1,47,1,317,709,0,48
1,70,1,134,393,0,231
1,82,1,263,1124,0,102
1,69,1,250,938,0,115
0,66,0,264,502,1,101
1,65,0,353,6,1,6
1,46,1,336,407,0,29
0,76,0,62,573,1,303
1,62,1,310,1095,0,55
1,63,1,175,406,0,190
0,42,0,301,557,1,64
0,72,1,213,1031,0,152
1,44,0,7,720,1,358
1,45,0,286,129,0,79
0,17,1,300,289,0,65
1,59,0,17,714,0,348
